  Nabs ijk   A/2       Y3       Z3           S f(N) sumC*C    Eex   dEl34 dE(T)  DTS  |Ddc| DbasL  Efinal
 89489 294     0.600000 1.802776 0.000000                              q .01 .982893 -.089373   -10   781     3   830  1633 -.091012
 89490 285     0.600000 2.012461 0.000000                              P .01 .984646 -.107389   -83   295    26   669  1506 -.108876
 89491 285     0.600000 2.272114 0.000000                              P .01 .985212 -.123800     4   245    -2   616  1368 -.125177
 89492 296     0.600000 2.529822 0.000000                              P .01 .985797 -.135562    15   215   -11   567  1267 -.136846
 89493 313     0.700000 0.362347 2.052296                              P .01 .984961 -.127390    13   435    73   659  1056 -.128379
 89494 313     0.700000 0.414110 2.245481                              h .19 .983822 -.142069  -109   395   -10   721  1055 -.143273
 89495 314     0.700000 0.452933 2.390370                              h .19 .983522 -.148547    -3   367   -69   724  1061 -.149817
 89496 314     0.700000 0.491756 2.535259                              h .19 .983125 -.153069   -40   373   -59   736  1070 -.154340
 89497 315     0.700000 0.543520 2.728444                              P .01 .982017 -.157552   -61   533    -8   811  1080 -.158648
 89498 315     0.700000 0.608225 2.969926                              P .01 .985364 -.161540     0   538   -10   566  1084 -.162640
 89499 316     0.700000 0.672929 3.211407                              P .01 .985595 -.164662    23   505   -22   544  1077 -.165766
 89500 333     0.700000 0.800000 2.085641                              T .19 .983253 -.139893    -7   935    95   765  1124 -.141069
 89501 337     0.700000 1.500000 3.298076                              h .19 .984929 -.167798    47   327   -51   571  1067 -.169026
 89502 338     0.700000 2.000000 4.164102                              q .01 .988715 -.172664    39   537    20   353   940 -.173589
 89503 333     0.700000 0.989950 1.689950                              h .19 .983550 -.119943   -82   214   -23   774  1225 -.121341
 89504 333     0.700000 1.131371 1.831371                              P .01 .982313 -.135757   -46   546    -8   852  1231 -.137005
 89505 334     0.700000 1.237437 1.937437                              P .01 .982319 -.143013   -61   538    -3   833  1236 -.144261
 89506 334     0.700000 1.343503 2.043503                              h .19 .982371 -.148049    -4   349   -69   794  1237 -.149509
 89507 335     0.700000 1.484924 2.184925                              q .01 .983712 -.153567    83  1156    75   692  1228 -.154728
 89508 335     0.700000 1.661701 2.361701                              q .01 .983751 -.158534   126  1061    56   674  1201 -.159687
 89509 336     0.700000 1.838478 2.538478                              q .01 .983832 -.162469   113   934    39   657  1162 -.163600
 89510 363     0.700000 1.385641 1.500000                              P .01 .982163 -.129051   -20   551   -39   866  1365 -.130464
 89511 368     0.700000 3.464102 2.700000                              P .01 .987083 -.172031     9   241   -43   423   961 -.173039
 89512 353     0.700000 1.352296 1.062347                              h .19 .983459 -.101180     3   182   -28   788  1498 -.102859
 89513 353     0.700000 1.545481 1.114111                              P .01 .982038 -.118760   -57   541    11   879  1509 -.120268
 89514 354     0.700000 1.690370 1.152934                              P .01 .981954 -.127818   -86   515    -7   867  1506 -.129340
 89515 354     0.700000 1.835259 1.191757                              P .01 .981840 -.135021   -61   481   -32   859  1491 -.136552
 89516 355     0.700000 2.028444 1.243520                              P .01 .981735 -.142777   -54   448   -55   849  1449 -.144290
 89517 355     0.700000 2.269926 1.308225                              P .01 .984927 -.150535   -72   417   -36   588  1372 -.151949
 89518 356     0.700000 2.511407 1.372930                              P .01 .985315 -.156577   -54   376   -50   554  1286 -.157918
 89519 393     0.700000 1.400000 0.700000                              q .01 .983658 -.084431    84   944   -45   777  1634 -.086118
 89520 393     0.700000 1.600000 0.700000                              P .01 .981931 -.103305   -95   502    -3   890  1641 -.104958
 89521 364     0.700000 1.750000 0.700000                              P .01 .981711 -.114114  -110   485   -29   889  1630 -.115782
 89522 397     0.700000 3.000000 0.700000                              P .01 .986971 -.160650    33   298   -52   442  1197 -.161903
 89523 398     0.700000 4.000000 0.700000                              P .01 .987392 -.170813    28   219   -35   415  1002 -.171854
 89524 373     0.700000 1.355544 0.350000                              q .01 .984048 -.060208   -14   923   -17   750  1737 -.061969
 89525 373     0.700000 1.561250 0.350000                              P .01 .981978 -.084871  -128   494     5   890  1723 -.086598
 89526 374     0.700000 1.714643 0.350000                              P .01 .981565 -.099830  -125   476   -34   904  1698 -.101571
 89527 374     0.700000 1.867485 0.350000                              P .01 .981318 -.112339   -78   448   -42   907  1656 -.114047
 89528 375     0.700000 2.070628 0.350000                              P .01 .984231 -.125898   -43   416   -35   656  1580 -.127520
 89529 384     0.700000 1.603902 0.000000                              q .01 .983323 -.082280    68   731    -3   767  1723 -.084013
 89530 397     0.700000 3.327161 0.000000                              P .01 .987392 -.164509     8   150   -28   415  1119 -.165660
 89531 398     0.700000 3.938274 0.000000                              P .01 .988494 -.170157     8   143   -20   354  1019 -.171199
 89532 313     0.800000 0.414110 2.345482                              q .01 .983900 -.152715   -63   942    -4   692  1043 -.153769
 89533 314     0.800000 0.452933 2.490371                              P .01 .985503 -.156302   -56   488    43   571  1048 -.157313
 89534 314     0.800000 0.491756 2.635259                              P .01 .985797 -.158024    -7   520    18   528  1056 -.159067
 89535 315     0.800000 0.543520 2.828444                              P .01 .986139 -.159252    11   493   -14   495  1065 -.160336
 89536 315     0.800000 0.608225 3.069926                              P .01 .986012 -.160446   -20   512    -9   489  1066 -.161526
 89537 316     0.800000 0.672929 3.311407                              q .01 .984389 -.161804    43   879    35   568  1057 -.162831
 89538 333     0.800000 1.131371 1.931371                              h .19 .982660 -.146635   -99   280    20   779  1189 -.147954
 89539 334     0.800000 1.237437 2.037437                              q .01 .983966 -.150868   -16  1164    53   670  1200 -.152021
 89540 334     0.800000 1.343503 2.143503                              q .01 .983993 -.153227    66  1131    53   650  1210 -.154390
 89541 335     0.800000 1.484924 2.284925                              q .01 .984004 -.155287    56  1171    63   629  1215 -.156445
 89542 335     0.800000 1.661701 2.461701                              h .19 .984399 -.157225    13   360   -51   578  1201 -.158588
 89543 336     0.800000 1.838478 2.638478                              h .19 .984191 -.159323   -38   336   -21   583  1169 -.160625
 89544 344     0.800000 1.515545 1.675000                              P .01 .982142 -.145048   -78   529     5   808  1315 -.146366
 89545 353     0.800000 1.545481 1.214111                              q .01 .983681 -.130506    34   864   -27   713  1423 -.131962
 89546 354     0.800000 1.690370 1.252934                              P .01 .981989 -.135883   -66   514    29   822  1440 -.137302
 89547 354     0.800000 1.835259 1.291757                              P .01 .984852 -.139847   -50   513    10   602  1450 -.141292
 89548 355     0.800000 2.028444 1.343520                              P .01 .984928 -.144210   -32   482   -10   580  1444 -.145669
 89549 355     0.800000 2.269926 1.408225                              q .01 .983699 -.149132   116  1034    51   634  1403 -.150491
 89550 356     0.800000 2.511407 1.472930                              P .01 .984158 -.153305   -14   388   -46   600  1336 -.154693
 89551 396     0.800000 2.600000 0.800000                              P .01 .985082 -.147885   -81   398   -20   542  1407 -.149317
 89552 373     0.800000 1.549194 0.400000                              q .01 .983750 -.092712   -34   888     3   714  1629 -.094346
 89553 374     0.800000 1.703673 0.400000                              P .01 .981824 -.102841   -82   461   -10   841  1634 -.104494
 89554 374     0.800000 1.857418 0.400000                              P .01 .981433 -.112357   -44   432   -55   849  1628 -.114048
 89555 375     0.800000 2.061553 0.400000                              P .01 .984349 -.123611   -23   423   -65   623  1597 -.125280
 89556 375     0.800000 2.315707 0.400000                              P .01 .985543 -.134999    -7   400   -31   528  1527 -.136562
 89557 384     0.800000 1.556438 0.000000                              h .19 .985553 -.077043   -84   218    62   583  1665 -.078759
 89558 394     0.800000 1.723369 0.000000                              q .01 .983230 -.094213     5   738    17   720  1651 -.095855
